Industry,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance
Transportation,2015,984.5,7.3,1288.9,,45.8,46.1,27,64.3
Transportation,2016,1075.3,11.5,2401.3,9.2,46.7,47.7,26.4,65.9
Transportation,2017,1214.5,7.8,1417.6,12.9,46.8,45.7,28.8,65.9
Transportation,2018,1316.8,5.7,723.5,8.4,49.2,50.3,29.9,67.4
Transportation,2019,1312.5,6.6,1209.5,-0.3,48.6,49.3,29.2,67.3
Transportation,2020,1321.1,10.1,1209,0.7,49.5,48.8,31.1,68.6
Transportation,2021,1568.5,9.2,1272.8,18.7,51.7,50,32.3,72.8
Transportation,2022,1719.5,4.3,1111.5,9.6,54.2,54.9,34.6,73
Transportation,2023,1905.5,7,1134,10.8,54.3,52.7,33.8,76.6
Transportation,2024,2034.1,8.2,2884.2,6.8,52.3,48.8,35.2,73
Transportation,2025,2359.5,6.3,1603.7,16,51.7,47.5,34.7,72.9
Retail,2015,810.1,0.4,66.2,,71.2,60.4,74.7,78.4
Retail,2016,898.6,1.2,127.7,10.9,71.2,59.3,74.2,80.3
Retail,2017,1038.6,2.1,343.5,15.6,72.4,57.9,76.2,83.1
Retail,2018,969.4,5.3,595,-6.7,71.8,59,71.9,84.5
Retail,2019,997.8,5.2,623,2.9,72,58.5,74.7,82.9
Retail,2020,934.8,3.3,427.8,-6.3,71.7,56.8,74.5,83.7
Retail,2021,858,1.9,338.3,-8.2,70.9,56.9,72.8,82.9
Retail,2022,805.5,1.6,164,-6.1,70.2,61.1,71.7,77.9
Retail,2023,813.2,2.9,555.3,1,70,59.3,72.1,78.8
Retail,2024,902.9,1.5,274.9,11,69.3,61.2,69.5,77.1
Retail,2025,953.5,4.1,773.5,5.6,72.6,64.7,73.1,79.9
Retail,2015,790.3,1.8,173.5,,63.3,85.9,47.9,56.1
Retail,2016,797.7,2.8,385.2,0.9,64.9,86.5,49.3,59
Retail,2017,734.8,3.8,607.6,-7.9,67.1,89.5,51.9,60
Retail,2018,665.3,4.2,507.7,-9.4,69.2,92.3,55,60.2
Retail,2019,610.7,5.5,720.5,-8.2,70.7,94,55.9,62.2
Retail,2020,599.5,6.5,636.6,-1.8,71.5,94.1,58.3,62.1
Retail,2021,642.3,4.3,506.3,7.1,71,93,59,61
Retail,2022,552,5.4,547.7,-14.1,69.2,92.5,53.4,61.8
Retail,2023,618.4,6.6,797.7,12,70.5,90,56.1,65.4
Retail,2024,571.2,8.2,782.5,-7.6,71.2,93.3,58.2,62
Retail,2025,538.9,6.8,371.8,-5.7,71.4,95.8,56.1,62.2
Energy,2015,10503.2,2.7,3435.6,,45.1,37.8,38.6,59.1
Energy,2016,12222,-2.6,25676.1,16.4,47.3,40.5,42,59.5
Energy,2017,13499.9,-5.2,10364.6,10.5,48.5,41.1,43.5,60.9
Energy,2018,14211.5,-1.8,53068.3,5.3,51.2,43.6,48.4,61.5
Energy,2019,15692.7,0.4,888.9,10.4,52.5,44.8,50.1,62.6
Energy,2020,17242.9,-0.6,40714.8,9.9,54.1,47.8,52,62.3
Energy,2021,22581.3,6.1,22107,31,54.4,47.6,49,66.6
Energy,2022,24211.7,6.9,16207,7.2,52.8,48.4,44.3,65.7
Energy,2023,26745.6,7.7,32573,10.5,53.5,50.6,44.4,65.6
Energy,2024,32670.7,6,26047.4,22.2,54.3,54.4,45,63.5
Energy,2025,37684,2.3,9609.3,15.3,57,56.9,48.5,65.7
Transportation,2015,1436.4,5.7,1377,,55.1,40.5,63.2,61.4
Transportation,2016,1383.3,3.8,968.8,-3.7,56.2,38.9,67,62.8
Transportation,2017,1283.1,3.5,724.7,-7.2,56.6,37.2,69.1,63.5
Transportation,2018,1336.9,2,334.3,4.2,57.3,38.6,69.7,63.6
Transportation,2019,1233.8,4.4,795.2,-7.7,59.1,42.4,72.6,62.3
Transportation,2020,1163.3,5.5,1249.9,-5.7,62.6,45.8,78.4,63.6
Transportation,2021,1264.6,5.5,1212.7,8.7,64.8,45.2,83.2,65.8
Transportation,2022,1356.2,4.2,562.3,7.2,65.5,47.2,83.5,65.8
Transportation,2023,1363.9,5.6,1069,0.6,66.2,49.1,84.4,65.2
Transportation,2024,1419.5,4.8,774.6,4.1,68.4,49.7,87.2,68.3
Transportation,2025,1486.7,3.9,796,4.7,70.3,48.8,91.7,70.5
Transportation,2015,753.9,-4.3,1011.7,,42,57.4,45.4,23.1
Transportation,2016,681.3,-5.7,2946.4,-9.6,42.7,62,45.2,21
Transportation,2017,577.1,-5.3,1815.3,-15.3,42,61,44.1,20.8
Transportation,2018,494.1,-6,1495.7,-14.4,43.9,64.2,46.2,21.3
Transportation,2019,433.5,-3.7,2095.3,-12.3,46.1,65.8,48.1,24.5
Transportation,2020,365.9,-0.3,1533.4,-15.6,47.3,65,47.8,29.1
Transportation,2021,320,-1.3,870.8,-12.5,48.8,66.8,51.8,27.7
Transportation,2022,328.7,0.1,4.9,2.7,48.1,65.2,52.9,26.2
Transportation,2023,333.9,2.2,71.3,1.6,47,60.6,55.3,25.2
Transportation,2024,283.8,1.5,36.4,-15,44.8,59.3,55.5,19.6
Transportation,2025,271.6,1.9,65.3,-4.3,47,60,58,23
Technology,2015,14817.3,29.4,86256.4,,60.9,77.1,72.2,33.3
Technology,2016,17282.7,26.2,151499.4,16.6,62.5,78.6,74.2,34.7
Technology,2017,18938.4,21,123371.3,9.6,62.7,76.6,73.4,38.1
Technology,2018,19271.9,22.3,115280.2,1.8,62.9,76.2,75.4,37
Technology,2019,23365.3,21,138418,21.2,63.8,79.3,77.3,34.8
Technology,2020,24873.2,22.7,190207.1,6.5,62.9,79.7,74,34.9
Technology,2021,28434.1,24.6,218923.5,14.3,62.7,78.7,73.7,35.7
Technology,2022,33481.1,23.6,217222.1,17.7,63.1,80.6,70.6,38
Technology,2023,42164.5,24.8,342674.8,25.9,64.9,79.9,72.5,42.3
Technology,2024,46184.9,20.7,323642.4,9.5,66.8,83.8,74,42.8
Technology,2025,54400.6,21.5,348864.1,17.8,67.2,85.1,73,43.7
Healthcare,2015,3758.3,13.8,11926.9,,30.2,22.8,13.2,54.4
Healthcare,2016,3558.3,15.5,11323.5,-5.3,30.8,23.4,15.9,53.1
Healthcare,2017,3736.2,18.1,7451.1,5,32,25,19.5,51.5
Healthcare,2018,3587.1,15.7,9363.7,-4,31.7,24.6,18.1,52.4
Healthcare,2019,3004.7,18.7,11972,-16.2,32.6,27.4,18.4,52
Healthcare,2020,2955.4,19.1,10752.3,-1.6,32.9,28.2,17.7,52.7
Healthcare,2021,2792.9,16.4,7390.6,-5.5,33,24.4,21.8,52.6
Healthcare,2022,2872.1,11.1,4650.3,2.8,34.6,27.9,19.2,56.7
Healthcare,2023,2745.6,14.5,6639.5,-4.4,36.7,29.4,23.8,57
Healthcare,2024,2516.7,11.2,5474.5,-8.3,37.4,30.3,23.5,58.3
Healthcare,2025,2441.1,10.3,4427,-3,38.4,32.6,23.1,59.5
Transportation,2015,1578.9,9.4,1682.4,,24.5,24,25.2,24.3
Transportation,2016,1503.2,10.7,2523.9,-4.8,27.1,27.2,27.5,26.4
Transportation,2017,1787.1,8.6,1589.6,18.9,26,27.8,23,27.2
Transportation,2018,1844.1,6.1,1088.6,3.2,26.9,30.8,25.2,24.8
Transportation,2019,1919.8,9.4,1666,4.1,25.4,30.2,23.2,22.6
Transportation,2020,2115.2,7.5,2386.4,10.2,26.2,29.3,26.2,23.1
Transportation,2021,2393.8,10.6,2493.4,13.2,26.3,30.3,25.3,23.2
Transportation,2022,2358.7,10.9,3138.5,-1.5,26.5,30.9,25.4,23
Transportation,2023,2685.5,13,3304.9,13.9,28.4,30.8,28.5,25.8
Transportation,2024,3078,14.7,3825.3,14.6,28.9,33.7,26.4,26.5
Transportation,2025,2844.3,13.8,3776.6,-7.6,30.6,34.4,32,25.5
Technology,2015,4015.3,20.4,16807.1,,60,79.7,86.5,13.7
Technology,2016,4616.6,18.8,25257.6,15,60.3,80.5,86.4,14.2
Technology,2017,5723.4,19.3,19006.3,24,63.4,84.6,88.1,17.6
Technology,2018,6734.6,20,37951.6,17.7,62.6,85,89,13.9
Technology,2019,9120.5,20,32412.9,35.4,62.7,84.9,89.1,14.2
Technology,2020,10410,17.6,61884.5,14.1,60.6,82.7,89.4,9.7
Technology,2021,12214.1,14.9,55699.3,17.3,59.9,83.5,89.6,6.7
Technology,2022,15387.2,12.5,57679.5,26,60.2,84,86.8,9.7
Technology,2023,18662,9.5,54429,21.3,60.3,86.4,85.2,9.4
Technology,2024,21972.8,7.4,54301.4,17.7,60.4,84,88.1,9.1
Technology,2025,25251.7,7.4,63706.5,14.9,61.5,85.4,87.1,12.1
Utilities,2015,1160.2,10,1129.1,,23,29.7,20.6,18.5
Utilities,2016,1074.6,9.2,933.7,-7.4,21.7,26.1,18.7,20.3
Utilities,2017,919.5,8.9,1207.9,-14.4,21.2,24.1,18.3,21.1
Utilities,2018,990.6,11.3,929.2,7.7,21.4,27.6,17.5,19.1
Utilities,2019,930.1,9.6,1097.9,-6.1,21.2,28.3,17.4,18
Utilities,2020,858.1,6.8,856.3,-7.7,20.8,26.7,21.4,14.4
Utilities,2021,955,8.2,947.2,11.3,22.1,28.4,23.8,14.1
Utilities,2022,1052.1,8.5,957.7,10.2,24,28.9,26.9,16.2
Utilities,2023,1097.6,5.4,851.6,4.3,25.5,30.6,28.4,17.5
Utilities,2024,1162.6,4.2,429.7,5.9,26.3,34,27.3,17.7
Utilities,2025,1296.9,4.8,784.1,11.5,26.1,34.3,27.6,16.5
Finance,2015,3702.3,15.9,10978.9,,63,80.4,62.6,46
Finance,2016,3948.9,19.1,8525.4,6.7,65.4,82.2,65.4,48.6
Finance,2017,4351.1,21.5,14750.7,10.2,66.2,84.5,64.3,49.7
Finance,2018,5098.7,20.8,14521.6,17.2,66.3,84.1,62.4,52.5
Finance,2019,5435.7,22.9,10594.3,6.6,67.8,86.2,65.3,51.9
Finance,2020,6360.4,23.2,17119.2,17,68.5,86.9,66.2,52.5
Finance,2021,6557,22.2,24487.3,3.1,69.3,88.2,67.8,51.8
Finance,2022,7295.3,20.7,27348.8,11.3,69.8,90.4,68.2,50.7
Finance,2023,8301.4,22.1,30061.2,13.8,71.2,90.6,69.6,53.4
Finance,2024,10007.1,21.6,39360.9,20.5,71.1,89.3,70.1,54
Finance,2025,9677.8,22.1,37924.7,-3.3,71.9,89,70.3,56.3
Healthcare,2015,675.7,11.8,961.5,,80.9,64.2,98.7,79.7
Healthcare,2016,767.1,8.7,1603.7,13.5,82.1,68,100,78.3
Healthcare,2017,763.1,14.1,2237,-0.5,82.1,66.7,99.4,80.3
Healthcare,2018,791.7,10.2,1494.7,3.7,83,68.6,97.1,83.3
Healthcare,2019,737.5,12,1904.7,-6.8,80.9,66.3,90.3,86
Healthcare,2020,728.9,11.9,1079.2,-1.2,81,67.6,90.1,85.2
Healthcare,2021,733.5,14.4,2204.5,0.6,82,71.4,88.3,86.3
Healthcare,2022,753.7,10.8,1402.3,2.7,82.1,72.6,90.4,83.3
Healthcare,2023,799.6,11.1,890.4,6.1,82.3,74.5,86.8,85.5
Healthcare,2024,807.8,9.9,1724.9,1,85.4,80,87.5,88.8
Healthcare,2025,874.4,6,526.1,8.2,85.4,78.3,87,90.8
Finance,2015,1845.3,15.1,2976.8,,76.4,85.7,71.3,72.1
Finance,2016,2064.1,12.3,4258.6,11.9,75.7,85.2,72,69.8
Finance,2017,2122.1,13.4,2585.2,2.8,78.1,86.7,76.1,71.3
Finance,2018,2312.6,10,3846.6,9,78.9,87.3,79.1,70.2
Finance,2019,2596.3,8.8,2823.7,12.3,80.9,87.2,82.2,73.3
Finance,2020,2714.6,8.1,3242.5,4.6,79.4,86.7,79.2,72.4
Finance,2021,2797.7,9.1,4258.5,3.1,78.8,83.1,80.1,73.3
Finance,2022,2712.5,6.2,2856.1,-3,78.3,82.8,79.9,72.4
Finance,2023,2628.3,6.1,2706.7,-3.1,78.1,82.4,78.8,73
Finance,2024,3064.8,5.1,1358.2,16.6,77.1,83.1,78.2,70.2
Finance,2025,3361.5,3.3,1066.1,9.7,78.4,87,80,68.2
Utilities,2015,545.3,8,409.1,,49.9,46.9,67.4,35.4
Utilities,2016,546.1,6.4,340.4,0.1,51.4,49.9,70.2,34
Utilities,2017,565.7,8.3,480.1,3.6,51.4,49.5,70,34.9
Utilities,2018,596.3,8.9,732.4,5.4,51.9,50.4,71.5,33.8
Utilities,2019,541.3,8.8,617.4,-9.2,53.1,50.4,72.1,36.9
Utilities,2020,604.1,8.3,603.4,11.6,52.6,49.5,72.8,35.3
Utilities,2021,548.7,10.8,593.6,-9.2,52,49.3,71.7,35.1
Utilities,2022,569.5,11.8,692.3,3.8,53.2,52.5,67.9,39.1
Utilities,2023,618,12.1,1028.8,8.5,53.9,54,67.9,39.8
Utilities,2024,676.5,12,1116.9,9.5,55.9,54.9,72.9,40
Utilities,2025,593.9,10.5,593.1,-12.2,56.8,57.4,75.4,37.7
Retail,2015,465.4,5.5,454.3,,42.8,38.9,55.5,33.9
Retail,2016,541.5,6.5,381.7,16.4,46.5,43.1,56.7,39.6
Retail,2017,561.8,6.9,870.6,3.7,47.6,42.8,58,42
Retail,2018,609.5,8.2,567,8.5,47.8,42.5,59.6,41.4
Retail,2019,569.6,6.5,466.3,-6.6,48.7,41.1,63.3,41.6
Retail,2020,605.7,6.9,682.9,6.3,49.5,40.3,65.8,42.4
Retail,2021,613.8,8.6,1019.6,1.3,50.5,42.4,66.6,42.5
Retail,2022,697.9,9.4,1412.5,13.7,50.6,42.5,66.7,42.5
Retail,2023,641.2,11.3,864.4,-8.1,50.8,41.3,69.9,41.1
Retail,2024,692.3,10.1,718.2,8,51.8,43.2,68.9,43.5
Retail,2025,797.5,13.1,2255.1,15.2,53.4,43.7,70.7,45.9
Utilities,2015,1406,11.5,1996.3,,32.9,31.4,52.4,15
Utilities,2016,1294.8,12.5,2353,-7.9,32.9,29.9,51.5,17.2
Utilities,2017,1282.8,12.2,1564.9,-0.9,33.6,30.9,50.2,19.8
Utilities,2018,1403.2,11.9,1677.8,9.4,33.2,30.9,50.1,18.7
Utilities,2019,1548.4,9.8,2154.6,10.3,34.6,35.2,50,18.4
Utilities,2020,1533.1,9.3,1697.8,-1,34.3,34.9,52.9,15.1
Utilities,2021,1715.6,10,2253,11.9,36.3,39.6,55,14.5
Utilities,2022,1813.2,10.9,2763.4,5.7,36.5,38.6,56.1,14.9
Utilities,2023,1795.2,8.8,1689.6,-1,36.4,39.2,57.3,12.6
Utilities,2024,1819.6,10.6,1947.6,1.4,37.1,40.4,57.9,12.9
Utilities,2025,1753.1,9.7,2085.9,-3.7,37.6,39.8,61.5,11.6
Consumer Goods,2015,2307.9,9.9,4065.1,,48.5,38.4,61.5,45.7
Consumer Goods,2016,2185.1,9.6,3950.9,-5.3,49.7,42.9,59.9,46.3
Consumer Goods,2017,2394,11,6271.8,9.6,50.9,45.5,61.5,45.8
Consumer Goods,2018,2470.6,12.6,4584.1,3.2,52.9,46.7,63,48.8
Consumer Goods,2019,2493.6,10.8,4893.2,0.9,54.2,46.6,66,49.8
Consumer Goods,2020,2866,10.4,4389.9,14.9,54.8,44.9,67.2,52.4
Consumer Goods,2021,2933.4,11.7,4874.9,2.3,55.1,44.8,66,54.6
Consumer Goods,2022,3365.8,13.7,6995.8,14.7,53.6,40.8,65.2,54.8
Consumer Goods,2023,3618.1,12.7,9238.4,7.5,54,39.6,66.7,55.8
Consumer Goods,2024,3694.7,14,8722,2.1,54.6,41.2,67.5,55
Consumer Goods,2025,3325.9,13.5,7717.9,-10,54.5,43.7,66.5,53.2
Manufacturing,2015,2030,2.5,1054.2,,51.8,37.9,53.6,64.1
Manufacturing,2016,2008.7,2.2,857.7,-1.1,53,40.7,53.6,64.6
Manufacturing,2017,1852.9,0.7,248.3,-7.8,52.8,39.3,54,65.1
Manufacturing,2018,1567,0.6,162.6,-15.4,55.2,39.6,59.5,66.5
Manufacturing,2019,1406.1,-0.8,5826.7,-10.3,56.6,40.7,61.8,67.3
Manufacturing,2020,1164.3,0.1,31.8,-17.2,57.9,43.1,64.7,65.8
Manufacturing,2021,1207.1,4.9,902,3.7,60,46.4,65.6,67.9
Manufacturing,2022,1184.4,4.2,463.6,-1.9,60.8,45.4,69.8,67.3
Manufacturing,2023,1166.3,6.6,635.9,-1.5,63.2,46.3,70.8,72.5
Manufacturing,2024,1093,6.6,1220.1,-6.3,63.8,47,73.4,71.1
Manufacturing,2025,1179.3,4.6,542.8,7.9,65.7,51.6,74.9,70.5
Finance,2015,1414.6,9.5,1090.3,,51,99.8,32.2,21.1
Finance,2016,1521.4,8.3,1210.7,7.5,51.6,100,34.2,20.7
Finance,2017,1363.6,10.3,1944.9,-10.4,51.6,99.1,32.9,22.7
Finance,2018,1411,8,2001.1,3.5,50.8,98.2,31.5,22.7
Finance,2019,1485.2,9,2421.7,5.3,51.2,99.4,31.6,22.4
Finance,2020,1640,9.9,1760.7,10.4,51.3,100,31.8,22.1
Finance,2021,1535.7,11,2390.4,-6.4,51.2,100,30.6,22.9
Finance,2022,1617.2,11,1606.9,5.3,52.3,97.2,31.4,28.1
Finance,2023,1826.6,13.2,3056.4,13,52.9,98.7,31.3,28.7
Finance,2024,1797.7,14.8,4747.8,-1.6,52.7,98.3,31.2,28.4
Finance,2025,1764.3,14.9,2771,-1.9,52.2,98.2,29.4,29.1
Energy,2015,2106.1,11.4,3078.8,,14.5,15.7,25.5,2.2
Energy,2016,2151.1,16.2,3091.1,2.1,13.1,16,23,0.4
Energy,2017,2374.1,10.4,3546.6,10.4,13.4,16.5,22.9,0.8
Energy,2018,2570.2,8.9,2555.2,8.3,12.5,16.7,19.2,1.6
Energy,2019,2423.2,8,2316.5,-5.7,12.9,18.9,18.2,1.4
Energy,2020,2082,13.1,4958,-14.1,11.6,17.8,16.8,0.3
Energy,2021,2009.4,16.1,5080.6,-3.5,11.7,19.2,15.7,0
Energy,2022,2133.4,12.5,2830.5,6.2,13.4,24.3,16,0
Energy,2023,2116.9,14,5296.2,-0.8,14.2,27.1,13.1,2.4
Energy,2024,2061.3,16,3593,-2.6,14.6,31.5,12.3,0.1
Energy,2025,2102.7,11.5,3913.4,2,16.1,31.5,14.8,1.8
Energy,2015,2426.8,6.2,2455.7,,55.9,25.1,72.4,70.3
Energy,2016,2139.2,7.6,1435.8,-11.9,54.9,24.3,72.2,68
Energy,2017,1897.9,8.8,2360.9,-11.3,54.9,23.3,70.5,70.7
Energy,2018,1642.2,8.5,2146.8,-13.5,55.1,25.9,70.7,68.8
Energy,2019,1653.9,10.7,1451.7,0.7,55.8,26.4,72,69
Energy,2020,1519.9,21.2,3368.7,-8.1,56,26.5,73.6,68
Energy,2021,1281.7,29.5,7364.2,-15.7,59.3,29.9,74.5,73.6
Energy,2022,1069.9,29.4,4225.1,-16.5,58.2,28.9,73.1,72.8
Energy,2023,861.9,22.6,3843,-19.4,58.8,27.8,73.8,74.7
Energy,2024,716.4,12.4,1739.1,-16.9,58.2,26.2,75.3,73.2
Energy,2025,668.7,6.6,483.8,-6.7,57.9,25.8,74.8,73.2
Technology,2015,5962.2,20.1,21451.9,,51.7,90.7,26,38.5
Technology,2016,6535.9,15.8,21618.3,9.6,52.4,90.8,24.9,41.5
Technology,2017,7472.2,12.3,22340.2,14.3,53.5,89.3,28,43.4
Technology,2018,8857.3,7.9,15972.8,18.5,53.7,88.7,29.5,43
Technology,2019,8894.5,8.4,25510.8,0.4,54.3,91.6,29.8,41.6
Technology,2020,11165,4.7,16398.3,25.5,56.2,93.5,32.2,43
Technology,2021,12637.1,7.5,31650.2,13.2,57.8,93.7,36.2,43.4
Technology,2022,13166.1,6.5,22983.5,4.2,57.4,94.3,33.9,44
Technology,2023,14388.3,4.4,14530,9.3,57,91.8,34.1,45.1
Technology,2024,16578.5,4.2,21976.8,15.2,57.6,92.8,32.6,47.4
Technology,2025,19897.3,3.6,13120.7,20,60.4,97,37.3,46.9
Manufacturing,2015,3324,4.2,1908.8,,56.6,59.2,39.2,71.5
Manufacturing,2016,3789.9,3.1,1293.3,14,58,59.6,39.7,74.8
Manufacturing,2017,4391.9,2.8,1635,15.9,57.8,59.5,38.7,75.3
Manufacturing,2018,4415.3,3.2,2438.9,0.5,58.4,56.8,40.6,77.7
Manufacturing,2019,4858.4,2.6,1993.1,10,57.4,53.8,41.7,76.7
Manufacturing,2020,5827.2,2.7,2466.3,19.9,58.9,53.4,42.2,81
Manufacturing,2021,5578.1,2,1283.7,-4.3,59.8,54.1,43.4,82.1
Manufacturing,2022,6683.6,3.5,4622,19.8,60.2,56.2,41.3,83
Manufacturing,2023,7605,0.7,730,13.8,62.5,57.1,47.7,82.6
Manufacturing,2024,8572.9,2.1,2814.2,12.7,62.7,55.9,51.8,80.5
Manufacturing,2025,9443.5,-0.2,35908.9,10.2,65.1,56.3,57,81.9
Healthcare,2015,1334,17.7,3827.4,,44.7,78.6,30.4,25.1
Healthcare,2016,1412.3,16,5453,5.9,45.5,80.1,29.7,26.8
Healthcare,2017,1552.3,17.7,3609.7,9.9,45.7,80.6,28.7,27.7
Healthcare,2018,1420.5,14.7,3798.3,-8.5,44.7,76.8,26.4,30.9
Healthcare,2019,1332.3,18.2,3641.6,-6.2,47.1,77.7,28.9,34.6
Healthcare,2020,1301.4,18.6,4675.1,-2.3,50.7,82.5,32,37.6
Healthcare,2021,1369.2,17.3,4616.9,5.2,51.7,84.5,34.5,36.2
Healthcare,2022,1304.3,17.7,3289.2,-4.7,51.6,84,33.9,37.1
Healthcare,2023,1161.7,15.9,2868.4,-10.9,53.6,85.1,34.2,41.4
Healthcare,2024,1384.8,13.2,3150.6,19.2,52,82.2,34,39.9
Healthcare,2025,1332.8,14.4,4012.4,-3.8,52.5,82.3,34.8,40.3
Finance,2015,2904.2,19.2,5135.1,,59,99.9,73.7,3.5
Finance,2016,3213.3,18.4,8688.8,10.6,58.6,100,72,3.6
Finance,2017,3790,18,12584.7,17.9,59.1,100,72.7,4.5
Finance,2018,4614.7,17.7,13670.2,21.8,59.2,98.8,72.9,5.9
Finance,2019,5564.4,19.8,9867,20.6,59.8,97.1,73.9,8.3
Finance,2020,7064,21.3,26518.8,27,61.2,100,75.8,7.8
Finance,2021,7363.7,20.5,12281.8,4.2,62.4,100,78.5,8.7
Finance,2022,8130,20.6,20437.6,10.4,64.5,100,80.2,13.4
Finance,2023,9007.9,19.6,22692.8,10.8,65.9,100,81.2,16.4
Finance,2024,9256.3,20,26212.4,2.8,66.4,100,80.2,19
Finance,2025,10552.8,18.6,19437.4,14,67.6,100,81.6,21.2
Finance,2015,2715.8,19,4526.4,,69.7,97.5,62.3,49.2
Finance,2016,2433.7,18.8,4877.8,-10.4,71.3,99.5,60.7,53.5
Finance,2017,2554.7,16.8,4432.8,5,72.8,98.5,65.1,54.8
Finance,2018,2517,14.5,6754.4,-1.5,72,96.9,67,52.1
Finance,2019,2744.4,11.4,3108.5,9,71.6,98.8,64.2,51.8
Finance,2020,2478.1,12.2,2716.6,-9.7,70.2,99.9,60.1,50.5
Finance,2021,2427.3,13.8,3895.9,-2.1,68.5,96.9,59.3,49.2
Finance,2022,2524.6,14.9,4277,4,69,98.3,58.1,50.6
Finance,2023,2452.6,14,5066.3,-2.9,69.2,98.3,59.3,50
Finance,2024,2700.9,13.3,5971,10.1,70,100,60.1,49.9
Finance,2025,2711.8,11.9,4899,0.4,70.2,100,60.1,50.5
Transportation,2015,1254,-2.9,4634.8,,53,41.8,45,72.2
Transportation,2016,1433.6,-0.5,4577.8,14.3,53.6,43.6,44.2,73
Transportation,2017,1874.8,-1.9,5357.1,30.8,56.1,48.3,47.8,72.1
Transportation,2018,2070.3,-0.8,9307.8,10.4,56.1,48.8,45.6,74
Transportation,2019,2521,3.6,1323.9,21.8,55.9,48.1,47.8,71.9
Transportation,2020,2948.1,1.1,270.2,16.9,56,44.7,50.5,72.7
Transportation,2021,2891.4,1.9,988.9,-1.9,57.8,45.9,50.6,76.8
Transportation,2022,3159.9,1.7,650.3,9.3,57.8,46.2,53.3,73.8
Transportation,2023,3477.7,1.1,609.8,10.1,59.1,47,58.1,72.2
Transportation,2024,4259.9,1.7,1225.2,22.5,61.2,48,61.7,73.9
Transportation,2025,4719.9,6.3,2410.7,10.8,62.4,46.4,63.1,77.8
Energy,2015,1150.9,10.7,1147.7,,41,61.3,39.4,22.2
Energy,2016,1378.4,6.8,851.1,19.8,42.7,61.5,41.9,24.8
Energy,2017,1543.4,8,1513.6,12,45.9,66.5,44.5,26.6
Energy,2018,1824.4,16.5,5664.6,18.2,47,70.6,43.5,27
Energy,2019,2060.1,19.2,7904.5,12.9,47.8,71,43.9,28.4
Energy,2020,1985.8,21.1,6691.5,-3.6,48.1,70.6,45.8,27.8
Energy,2021,1975.8,18.3,5188.2,-0.5,49.2,71.4,50.3,25.9
Energy,2022,2356.2,28.8,6972.6,19.3,51.7,70.8,52.9,31.2
Energy,2023,2461.4,27,11370.6,4.5,51.6,69.6,51.8,33.5
Energy,2024,2831.9,30.2,13912.3,15.1,50.2,69.8,50.6,30.3
Energy,2025,2858.9,33.7,13109.4,1,53.3,71.9,55.2,32.7
Consumer Goods,2015,5644.7,13.7,19058.5,,7.4,2.7,14.7,4.7
Consumer Goods,2016,5933.8,16.9,19235.8,5.1,6.3,0,14.5,4.4
Consumer Goods,2017,5494.2,19.4,18140.1,-7.4,7.2,2.7,12.6,6.1
Consumer Goods,2018,5858.3,15.5,17380.5,6.6,8.9,5.5,13,8.3
Consumer Goods,2019,6623.1,13.8,10630.1,13.1,8.5,6.6,11.6,7.4
Consumer Goods,2020,6665.6,14.9,23032.9,0.6,9.7,8.5,13,7.4
Consumer Goods,2021,5845.2,14.2,12225.7,-12.3,9.6,10.6,10,8.4
Consumer Goods,2022,6186.9,15.1,19491.8,5.8,12.5,12.5,14.3,10.9
Consumer Goods,2023,6022.5,14.4,19587.6,-2.7,12.9,13.4,15.8,9.4
Consumer Goods,2024,6765.1,13.4,15997,12.3,12.7,12,13.9,12.1
Consumer Goods,2025,6459,11.4,12785.6,-4.5,14.3,15.3,15.5,11.9
Consumer Goods,2015,518.4,11,627.7,,53.4,7,62.4,90.7
Consumer Goods,2016,462.7,8.3,782.6,-10.8,52.9,6.4,59.6,92.8
Consumer Goods,2017,457.4,6.7,481.9,-1.1,51.7,4.3,57.5,93.2
Consumer Goods,2018,444.3,5.9,322,-2.9,50.8,6.1,53.5,92.7
Consumer Goods,2019,472.7,6.1,619.7,6.4,52.3,5.6,57.5,93.9
Consumer Goods,2020,418.6,3,165.6,-11.4,51.3,5.9,56.4,91.7
Consumer Goods,2021,419.2,3.3,235.2,0.1,51.2,6.6,54.8,92.3
Consumer Goods,2022,407.2,4.6,328.1,-2.8,52.7,9.7,54.3,94
Consumer Goods,2023,398.5,6.1,377.7,-2.1,52.8,11.4,50.7,96.2
Consumer Goods,2024,395,5.6,249.7,-0.9,52.8,13.8,51,93.8
Consumer Goods,2025,390.5,2,165.4,-1.1,53.3,12.1,50.8,96.9
Utilities,2015,585.3,7.5,444.5,,69.3,70.8,61.6,75.6
Utilities,2016,550.7,6.8,350.8,-5.9,67.6,66.9,59.7,76.2
Utilities,2017,583.2,9,451.1,5.9,68.8,68.4,61.9,76.1
Utilities,2018,591.5,7,591.6,1.4,70.3,72.3,63.9,74.6
Utilities,2019,579.7,8.4,556.5,-2,71.8,73.3,67.3,74.7
Utilities,2020,590.7,6.8,540.1,1.9,72.3,74.7,69.5,72.9
Utilities,2021,651,9.2,589.3,10.2,74,77,69.2,75.7
Utilities,2022,682.5,11.2,912.2,4.8,73.5,75.4,70,75
